n_estimators,learning_rate,max_depth,min_child_weight,gamma,subsample,colsample_bytree,lambda,alpha,accuracy,f1_score,recall,roc_auc,cv_score,train_score,overfitting
500,0.1,8,3,0.1,0.9,0.7,3,1,0.8381686310063463,0.8374192821216723,0.8381686310063463,0.9266044058810154,0.9264199045146094,0.9688341124805213,OK
500,0.1,8,3,0.0,0.9,0.9,3,1,0.8383952855847688,0.8374036397650333,0.8383952855847688,0.9268825520144833,0.9261597285575596,0.9738773197336733,OK
500,0.1,5,3,0.1,0.7,0.7,1,0,0.838961922030825,0.8373806915183688,0.838961922030825,0.9260051484213212,0.9259559292839338,0.9039524011899702,OK
500,0.1,5,3,0.0,0.7,0.7,1,0,0.8387352674524026,0.8372814552399938,0.8387352674524026,0.9267950603097148,0.925925545950698,0.903300750814563,OK
500,0.1,5,3,0.1,0.7,0.9,3,0,0.8386219401631912,0.8370780868590972,0.8386219401631912,0.9269056248434344,0.9259785342413132,0.9014024649383765,OK
500,0.1,5,5,0.1,0.7,0.9,1,1,0.8386219401631912,0.8370780868590972,0.8386219401631912,0.9259980357447273,0.9256626728150964,0.9001841620626151,OK
500,0.1,8,5,0.1,0.7,0.9,3,1,0.8378286491387126,0.8370096789340776,0.8378286491387126,0.9243118109522266,0.9230466686401575,0.9669924918543703,OK
500,0.1,8,3,0.0,0.7,0.9,3,1,0.8378286491387126,0.8369487768372919,0.8378286491387126,0.9237992934509944,0.9231905492439285,0.9737356566085847,OK
500,0.1,8,5,0.1,0.7,0.7,1,0,0.8379419764279239,0.8369320883603854,0.8379419764279239,0.9245564176350894,0.9239625400356569,0.9696840912310526,OK
500,0.1,5,3,0.3,0.7,0.7,3,0,0.8383952855847688,0.8369303358665088,0.8383952855847688,0.9261777609386607,0.9260287257091744,0.8964725881852954,OK
500,0.1,8,3,0.0,0.7,0.7,1,1,0.8378286491387126,0.8368874821443917,0.8378286491387126,0.9240606409458404,0.924057417468575,0.9756339424847712,OK
500,0.1,5,3,0.1,0.7,0.7,3,0,0.8382819582955575,0.8368078967593716,0.8382819582955575,0.9260339460875304,0.9262043859326354,0.8983142088114464,OK
500,0.1,5,5,0.0,0.7,0.7,1,0,0.8381686310063463,0.8367982179531875,0.8381686310063463,0.9266913193193943,0.9252226480435007,0.8991075223119422,OK
500,0.1,8,3,0.3,0.7,0.7,3,0,0.8377153218495014,0.836796544843794,0.8377153218495014,0.9244836138966203,0.923872211350884,0.9703357416064599,OK
500,0.1,8,3,0.1,0.7,0.9,3,0,0.8377153218495014,0.8367811858729565,0.8377153218495014,0.9247261388204799,0.9237222434062913,0.9767389148604618,OK
500,0.1,5,5,0.3,0.7,0.9,3,0,0.83850861287398,0.8367417748366606,0.83850861287398,0.9259970526918648,0.9248477390257921,0.8979742173112338,OK
500,0.1,5,5,0.1,0.7,0.9,3,1,0.8383952855847688,0.8367347015462049,0.8383952855847688,0.9252191398310583,0.9254807106376187,0.8968692449355433,OK
500,0.1,8,3,0.1,0.7,0.7,1,0,0.8377153218495014,0.8367195036069619,0.8377153218495014,0.9246451236992765,0.9235611536603432,0.9794021816121263,OK
500,0.1,5,5,0.0,0.7,0.9,1,0,0.8381686310063463,0.8367177880996998,0.8381686310063463,0.9263656396886891,0.9256500610507332,0.9020824479388015,OK
500,0.1,5,5,0.1,0.7,0.7,3,1,0.8383952855847688,0.8367017410846201,0.8383952855847688,0.9251461336993528,0.9256231918155653,0.8933559994333475,OK
500,0.1,5,3,0.1,0.7,0.9,3,1,0.8382819582955575,0.8366448806894328,0.8382819582955575,0.926349968669527,0.9258574172315843,0.8982292109363933,OK
500,0.1,8,5,0.1,0.7,0.9,3,0,0.8376019945602902,0.8366441055098434,0.8376019945602902,0.924824328453459,0.9231279236572464,0.9671341549794589,OK
500,0.1,8,3,0.3,0.7,0.7,3,1,0.8373753399818676,0.8365844694551992,0.8373753399818676,0.9248108548465779,0.9240252130113606,0.9643292251027058,OK
500,0.1,8,3,0.1,0.7,0.7,3,0,0.8374886672710788,0.8365686070572629,0.8374886672710788,0.9247711279456022,0.9241436826846673,0.9718090381073806,OK
500,0.1,8,5,0.3,0.7,0.7,1,1,0.8374886672710788,0.8364604257148371,0.8374886672710788,0.9230108272285751,0.9243557892750518,0.9645842187278652,OK
500,0.1,5,3,0.1,0.7,0.7,3,1,0.8380553037171351,0.8364487833765514,0.8380553037171351,0.9254863856430797,0.9259870617569133,0.8952259526845162,OK
500,0.1,5,3,0.0,0.7,0.9,1,0,0.8379419764279239,0.8364079285834539,0.8379419764279239,0.9267465148462957,0.9262381812128171,0.9050857061906785,OK
500,0.1,8,3,0.0,0.7,0.7,3,1,0.8373753399818676,0.8363386023605556,0.8373753399818676,0.9243765189612392,0.9241985925703459,0.9679274684799547,OK
500,0.1,5,3,0.0,0.7,0.7,3,1,0.8378286491387126,0.8363016799646191,0.8378286491387126,0.9254701652708472,0.9260777336639091,0.8958492704349058,OK
500,0.1,8,5,0.1,0.7,0.7,3,1,0.8372620126926564,0.8362478873325268,0.8372620126926564,0.9243232606267435,0.9239247160754843,0.9606743164754215,OK
500,0.1,8,3,0.1,0.7,0.9,3,1,0.8371486854034451,0.8362189971652203,0.8371486854034451,0.9237429413913136,0.9231708990628222,0.9725740189828588,OK
500,0.1,5,5,0.0,0.7,0.7,3,1,0.8378286491387126,0.8361704956430459,0.8378286491387126,0.9252798867153011,0.9253676229748337,0.8936109930585069,OK
500,0.1,8,3,0.3,0.7,0.7,1,1,0.8370353581142339,0.8361588533074118,0.8370353581142339,0.9249879200151182,0.9237496201808764,0.9725740189828588,OK
500,0.1,5,5,0.3,0.7,0.7,3,0,0.8373753399818676,0.8361341652412978,0.8373753399818676,0.9255426220494825,0.9256820314817349,0.894177645558861,OK
500,0.1,8,3,0.3,0.7,0.9,3,1,0.8370353581142339,0.8361127314842008,0.8370353581142339,0.9244097692786497,0.9233792964662986,0.9711290551069557,OK
500,0.1,5,3,0.3,0.7,0.9,1,0,0.8374886672710788,0.8360802647694453,0.8374886672710788,0.9255756988869761,0.9261029747152291,0.9045473863153422,OK
500,0.1,5,5,0.3,0.7,0.7,1,1,0.8376019945602902,0.8359415235894373,0.8376019945602902,0.925556066743044,0.9261860609000673,0.8968692449355433,OK
500,0.1,5,5,0.1,0.7,0.9,3,0,0.8373753399818676,0.8359092679335144,0.8373753399818676,0.9258235727749408,0.9252980929914502,0.8978892194361807,OK
500,0.1,8,3,0.0,0.7,0.7,1,0,0.8366953762466002,0.8357939616447152,0.8366953762466002,0.9244443496087567,0.9239742189485387,0.97886386173679,OK
500,0.1,8,5,0.0,0.7,0.7,1,1,0.8368087035358114,0.8357605412429815,0.8368087035358114,0.9238957482848041,0.9235305524485407,0.9673041507295651,OK
500,0.1,5,5,0.0,0.7,0.9,3,0,0.8372620126926564,0.8357051493888087,0.8372620126926564,0.9254336477483347,0.9251716209244616,0.8972659016857912,OK
500,0.1,5,3,0.1,0.7,0.7,1,1,0.8372620126926564,0.8356723152505277,0.8372620126926564,0.9255644516056954,0.926671880563118,0.8992491854370307,OK
500,0.1,8,3,0.1,0.7,0.7,1,1,0.836582048957389,0.8355948421820528,0.836582048957389,0.9240469649457228,0.9239055225507233,0.9750389573593994,OK
500,0.1,8,5,0.1,0.7,0.7,1,1,0.8364687216681777,0.8355351516419018,0.8364687216681777,0.9238142127238498,0.9235431441858182,0.9659158521036975,OK
500,0.1,5,5,0.3,0.7,0.9,1,1,0.8368087035358114,0.8351815501537598,0.8368087035358114,0.9258984293590933,0.9256109484904558,0.8985408698115881,OK
500,0.1,8,3,0.0,0.7,0.7,3,0,0.8355621033544878,0.8344664800557228,0.8355621033544878,0.923800045197301,0.9236722200602129,0.9717240402323275,OK
500,0.1,8,5,0.3,0.7,0.9,1,0,0.8351087941976428,0.8344139632720878,0.8351087941976428,0.9231891067565339,0.9228399689771887,0.9707323983567078,OK
500,0.1,5,5,0.3,0.7,0.9,3,1,0.8357887579329103,0.8341597530529201,0.8357887579329103,0.9254452709027686,0.9253714265321623,0.8964442555602776,OK
500,0.1,5,5,0.0,0.7,0.9,3,1,0.835675430643699,0.8341033890068055,0.835675430643699,0.9250144624424075,0.9256263937499453,0.8960475988100297,OK
500,0.1,3,3,0.3,0.9,0.9,1,0,0.8347688123300091,0.8328500488278257,0.8347688123300091,0.9192668414881616,0.9203968068596872,0.8512253860320159,OK
500,0.1,3,3,0.3,0.9,0.7,3,0,0.8346554850407978,0.8327268146002889,0.8346554850407978,0.918623780349444,0.9193469038069624,0.8491287717807054,OK
500,0.1,3,5,0.0,0.9,0.9,1,1,0.8339755213055303,0.8318825166443985,0.8339755213055303,0.9189985837099581,0.9204080652220622,0.8504320725315201,OK
500,0.1,3,5,0.0,0.9,0.7,1,0,0.8335222121486854,0.8315630031474067,0.8335222121486854,0.9186909170772937,0.9201526601890986,0.8502904094064315,OK
500,0.1,3,5,0.0,0.9,0.7,1,1,0.8334088848594742,0.8313700234910864,0.8334088848594742,0.9187818494670812,0.9197318486209026,0.8483637909052274,OK
500,0.1,3,3,0.0,0.9,0.7,3,0,0.8334088848594742,0.8312823711959393,0.8334088848594742,0.9184578468089062,0.9195329584960078,0.8505737356566085,OK
500,0.1,3,3,0.1,0.7,0.9,1,0,0.8335222121486854,0.8312110264063208,0.8335222121486854,0.9191378013432897,0.9197757642624518,0.8527836804079898,OK
500,0.1,3,3,0.1,0.9,0.7,1,1,0.8330689029918404,0.8311736664919184,0.8330689029918404,0.9190427054354959,0.9198316461777611,0.8497804221561127,OK
500,0.1,3,3,0.0,0.7,0.7,1,1,0.833295557570263,0.8311234910659052,0.833295557570263,0.9174400979629527,0.9190229568291459,0.8502337441563961,OK
500,0.1,3,3,0.1,0.9,0.9,3,1,0.8330689029918404,0.8310346271219955,0.8330689029918404,0.9185779527380564,0.9199204614014921,0.8499787505312367,OK
500,0.1,3,3,0.3,0.9,0.7,1,0,0.8329555757026292,0.8309983907004134,0.8329555757026292,0.9189783732996365,0.9201032876453535,0.8497237569060774,OK
500,0.1,3,3,0.0,0.9,0.9,1,0,0.8328422484134179,0.8308576204395723,0.8328422484134179,0.9191045799391988,0.9200294163228493,0.8519620342824763,OK
500,0.1,3,3,0.3,0.7,0.9,3,0,0.8329555757026292,0.830805617228489,0.8329555757026292,0.9184495197728941,0.9197199680233481,0.8509420597818388,OK
500,0.1,3,5,0.0,0.9,0.7,3,1,0.8328422484134179,0.8307876871569543,0.8328422484134179,0.9181137783070072,0.9194119242803034,0.8481371299050857,OK
500,0.1,3,3,0.1,0.9,0.7,3,0,0.8330689029918404,0.8307693256311397,0.8330689029918404,0.9185406256425985,0.9194952186007139,0.8498937526561836,OK
500,0.1,3,5,0.3,0.9,0.9,1,1,0.8329555757026292,0.8307524812677796,0.8329555757026292,0.9194454101493152,0.920262329172559,0.8504037399065023,OK
500,0.1,3,3,0.0,0.9,0.9,3,1,0.8328422484134179,0.8306996698804453,0.8328422484134179,0.9186467086117976,0.9197704921998404,0.8487604476554753,OK
500,0.1,3,5,0.1,0.9,0.7,1,1,0.8328422484134179,0.830681986120491,0.8328422484134179,0.9186424294405134,0.9198647641601152,0.848987108655617,OK
500,0.1,3,3,0.1,0.7,0.9,1,1,0.8329555757026292,0.8306812572542696,0.8329555757026292,0.9186585630727873,0.9199067356287751,0.8515370449072106,OK
500,0.1,3,3,0.0,0.7,0.9,1,0,0.8327289211242067,0.8305228374160397,0.8327289211242067,0.9185411171690299,0.9199041043401207,0.8530386740331491,OK
500,0.1,3,5,0.3,0.9,0.7,1,1,0.832388939256573,0.8305206181597047,0.832388939256573,0.9190809288438583,0.9197704084468772,0.8504604051565378,OK
500,0.1,3,5,0.1,0.7,0.9,3,0,0.8327289211242067,0.8303617587679677,0.8327289211242067,0.9179581089948874,0.9190411730915212,0.8515087122821929,OK
500,0.1,3,3,0.0,0.9,0.7,1,0,0.8322756119673618,0.8303453050847174,0.8322756119673618,0.9192716989258354,0.9201095088787478,0.8508570619067857,OK
500,0.1,3,5,0.1,0.9,0.7,1,0,0.8322756119673618,0.8303278959294802,0.8322756119673618,0.9184504449991175,0.9202318313596314,0.850347074656467,OK
500,0.1,3,3,0.0,0.9,0.9,3,0,0.832388939256573,0.8302582551874184,0.832388939256573,0.9183804747659582,0.9200075756769139,0.849270434905794,OK
500,0.1,3,3,0.0,0.9,0.9,1,1,0.8322756119673618,0.8301876618240941,0.8322756119673618,0.9187021065319352,0.9203129885453428,0.8500354157812722,OK
500,0.1,3,5,0.0,0.9,0.9,3,1,0.832388939256573,0.8301516226310962,0.832388939256573,0.9190945181040172,0.9200767697119152,0.8493271001558295,OK
500,0.1,3,5,0.0,0.9,0.9,3,0,0.8321622846781505,0.8300993658843724,0.8321622846781505,0.9185524801035884,0.9200336942822942,0.8502620767814137,OK
500,0.1,3,5,0.1,0.9,0.9,3,0,0.8321622846781505,0.8300993658843724,0.8321622846781505,0.9185524801035884,0.9199872795391881,0.8502620767814137,OK
500,0.1,3,5,0.3,0.7,0.9,3,1,0.8322756119673618,0.8300457117292723,0.8322756119673618,0.9182604555767666,0.9190802400203673,0.8495254285309534,OK
500,0.1,3,5,0.3,0.9,0.9,3,0,0.8321622846781505,0.8300109905714846,0.8321622846781505,0.9189568328766186,0.9198545089872979,0.8499504179062191,OK
500,0.1,3,5,0.0,0.7,0.9,3,0,0.8321622846781505,0.829939806142828,0.8321622846781505,0.9179183242672729,0.9191805366175055,0.8506870661566794,OK
500,0.1,3,3,0.3,0.9,0.9,3,1,0.831935630099728,0.8299051353333404,0.831935630099728,0.9185689317823765,0.9198603915651319,0.8491571044057232,OK
500,0.1,3,3,0.0,0.9,0.7,3,1,0.8320489573889392,0.8298339058608204,0.8320489573889392,0.9184753104538765,0.9196280779607082,0.8490721065306701,OK
500,0.1,3,5,0.3,0.9,0.9,1,0,0.8320489573889392,0.8297981546613026,0.8320489573889392,0.9194141837642691,0.920682734713228,0.8500070831562544,OK
500,0.1,3,3,0.3,0.7,0.9,3,1,0.8320489573889392,0.8297802385063933,0.8320489573889392,0.9179212155992218,0.9194398525530347,0.8494120980308826,OK
500,0.1,3,5,0.1,0.9,0.9,1,0,0.831935630099728,0.829763651129958,0.831935630099728,0.9192169949253656,0.9202696445080469,0.850828729281768,OK
500,0.1,3,5,0.3,0.9,0.7,3,0,0.8317089755213055,0.8297634166866735,0.8317089755213055,0.9184201438402949,0.9194625482941502,0.8491287717807054,OK
500,0.1,3,3,0.3,0.7,0.9,1,1,0.8321622846781505,0.8297236559051104,0.8321622846781505,0.9191792341301149,0.9199294527367237,0.8509703924068565,OK
500,0.1,3,5,0.0,0.9,0.7,3,0,0.8317089755213055,0.8296933308210653,0.8317089755213055,0.9177444106505567,0.9192847750328283,0.848108797280068,OK
500,0.1,3,3,0.1,0.7,0.9,3,0,0.831935630099728,0.8296922625841215,0.831935630099728,0.9181572928528356,0.9192663338032684,0.8515653775322284,OK
500,0.1,3,3,0.1,0.9,0.9,1,1,0.8317089755213055,0.8296404850359844,0.8317089755213055,0.9190396984502691,0.9203570167146935,0.8513953817821222,OK
500,0.1,3,5,0.1,0.9,0.9,1,1,0.8317089755213055,0.8296051201968012,0.8317089755213055,0.9191464175124968,0.9202425084420914,0.8510837229069274,OK
500,0.1,3,5,0.1,0.9,0.7,3,1,0.8315956482320943,0.8296049963143718,0.8315956482320943,0.9179676503903182,0.9193422002626347,0.8481654625301034,OK
500,0.1,3,3,0.0,0.7,0.9,3,0,0.8318223028105167,0.8295505222290739,0.8318223028105167,0.9180423624078735,0.9191750053263663,0.8510553902819096,OK
500,0.1,3,3,0.1,0.9,0.7,3,1,0.8317089755213055,0.8295340673823247,0.8317089755213055,0.9181925960159296,0.9195047921979919,0.848987108655617,OK
500,0.1,3,3,0.3,0.9,0.9,1,1,0.8318223028105167,0.8294965385262609,0.8318223028105167,0.9190065637861368,0.9202435428419946,0.8502904094064315,OK
500,0.1,3,3,0.3,0.9,0.9,3,0,0.8315956482320943,0.8294637639934013,0.8315956482320943,0.9191954545023474,0.9198563695921728,0.8507153987816971,OK
500,0.1,3,3,0.0,0.7,0.9,3,1,0.831935630099728,0.8293840155302605,0.831935630099728,0.9180269805219062,0.9195265739576678,0.8488454455305284,OK
500,0.1,3,3,0.1,0.9,0.9,3,0,0.831482320942883,0.8293044836346916,0.831482320942883,0.9188206800551528,0.9199332835632624,0.8500070831562544,OK
500,0.1,3,5,0.1,0.9,0.9,3,1,0.8313689936536718,0.8291986149497907,0.8313689936536718,0.918662466370918,0.919813094830789,0.8496104264060065,OK
500,0.1,3,5,0.3,0.7,0.7,3,1,0.8315956482320943,0.8291942932420322,0.8315956482320943,0.9172596210227126,0.9186187047805271,0.8470321575293951,OK
500,0.1,3,3,0.1,0.7,0.7,1,1,0.831482320942883,0.8291789319851112,0.831482320942883,0.9171528152205265,0.9192523857513393,0.8493271001558295,OK
500,0.1,3,3,0.1,0.9,0.9,1,0,0.831029011786038,0.8291629499344949,0.831029011786038,0.9191485860114584,0.9202788154024372,0.8514803796571753,OK
500,0.1,3,5,0.0,0.9,0.9,1,0,0.8312556663644606,0.829110576047374,0.8312556663644606,0.9199295347708112,0.9202812629644102,0.8511970534069981,OK
500,0.1,3,3,0.3,0.9,0.7,1,1,0.8311423390752494,0.8290580231143911,0.8311423390752494,0.9186986947602358,0.919858707541024,0.8485621192803513,OK
500,0.1,3,3,0.3,0.7,0.7,1,1,0.8312556663644606,0.8290211825433296,0.8312556663644606,0.9171036914907175,0.919469199819258,0.8488454455305284,OK
500,0.1,3,3,0.3,0.7,0.9,1,0,0.8312556663644606,0.8290032225136594,0.8312556663644606,0.9189916734266007,0.9198302069610043,0.8532936676583085,OK
500,0.1,3,3,0.0,0.9,0.7,1,1,0.831029011786038,0.8289698771479264,0.831029011786038,0.9181738023582628,0.9197482868052014,0.850148746281343,OK
500,0.1,3,3,0.1,0.7,0.7,3,1,0.8312556663644606,0.8289672209499076,0.8312556663644606,0.9171708571318866,0.9187429828676432,0.8477688057798555,OK
500,0.1,3,5,0.0,0.7,0.9,1,1,0.8313689936536718,0.8289461999780968,0.8313689936536718,0.9183494507741485,0.9197485768744057,0.851112055531945,OK
500,0.1,3,3,0.0,0.7,0.9,1,1,0.8311423390752494,0.828879386265412,0.8311423390752494,0.9187231843418415,0.9200806794149932,0.8510837229069274,OK
500,0.1,3,3,0.3,0.9,0.7,3,1,0.831029011786038,0.828845316139425,0.831029011786038,0.9181594902651167,0.9193459271358636,0.8486187845303867,OK
500,0.1,3,5,0.1,0.7,0.9,1,1,0.8312556663644606,0.8288038647148611,0.8312556663644606,0.9184252325845246,0.9197889995845075,0.8510553902819096,OK
500,0.1,3,5,0.3,0.7,0.9,1,0,0.8312556663644606,0.8287672624480675,0.8312556663644606,0.918636126336865,0.9197499847749813,0.8503187420314492,OK
500,0.1,3,5,0.0,0.7,0.9,1,0,0.8311423390752494,0.8287345201417415,0.8311423390752494,0.9193007857252397,0.9197824421022295,0.8518487037824054,OK
500,0.1,3,5,0.3,0.9,0.7,1,0,0.8306890299184043,0.8287052888103241,0.8306890299184043,0.9186962371280794,0.9203793694995728,0.8496670916560419,OK
500,0.1,3,5,0.0,0.7,0.7,1,1,0.831029011786038,0.8287013336836588,0.831029011786038,0.9179762665595257,0.919148693536228,0.8488171129055107,OK
500,0.1,3,5,0.3,0.7,0.7,1,1,0.8309156844968268,0.8286856866021215,0.8309156844968268,0.9177089050942262,0.9189918587445677,0.8485904519053691,OK
500,0.1,3,3,0.1,0.7,0.9,3,1,0.831029011786038,0.8286650656549707,0.831029011786038,0.9178090897462499,0.9193752375816624,0.8498087547811305,OK
500,0.1,3,3,0.1,0.9,0.7,1,0,0.8305757026291931,0.8286346145402661,0.8305757026291931,0.9183541058185857,0.9198192926044684,0.8498937526561836,OK
500,0.1,3,5,0.1,0.7,0.7,1,1,0.831029011786038,0.8285922014587173,0.831029011786038,0.9178936901190696,0.9190384399885041,0.8484204561552627,OK
500,0.1,3,3,0.3,0.7,0.7,1,0,0.8308023572076156,0.8285077641895313,0.8308023572076156,0.9178495683935319,0.9189815350796373,0.8499220852812013,OK
500,0.1,3,5,0.3,0.7,0.9,1,1,0.8309156844968268,0.8284863779350272,0.8309156844968268,0.9188518775268796,0.9194780109257998,0.8504604051565378,OK
500,0.1,3,5,0.3,0.9,0.9,3,1,0.8305757026291931,0.8284576799287663,0.8305757026291931,0.9183037966426778,0.9196353067056033,0.8500637484062898,OK
500,0.1,3,5,0.1,0.7,0.7,3,1,0.8306890299184043,0.8283475933680821,0.8306890299184043,0.9172263128786632,0.918667586552344,0.8477971384048733,OK
500,0.1,3,5,0.3,0.9,0.7,3,1,0.8304623753399819,0.8282982498701534,0.8304623753399819,0.9174008336750886,0.9192366659277574,0.8484204561552627,OK
500,0.1,3,3,0.0,0.7,0.7,3,1,0.8304623753399819,0.828172224565158,0.8304623753399819,0.9171602170303154,0.9188932986312836,0.8471738206544837,OK
500,0.1,3,3,0.3,0.7,0.7,3,1,0.8304623753399819,0.828172224565158,0.8304623753399819,0.9169825735953853,0.9185893572852603,0.848307125655192,OK
500,0.1,3,5,0.1,0.7,0.9,3,1,0.8306890299184043,0.8281646538758399,0.8306890299184043,0.918163191170011,0.9193841782553942,0.8507437314067149,OK
500,0.1,3,3,0.1,0.7,0.7,1,0,0.8303490480507706,0.8281205881833112,0.8303490480507706,0.9181131422139786,0.9190302034604372,0.851112055531945,OK
500,0.1,3,5,0.3,0.7,0.9,3,0,0.8302357207615594,0.8280147826868071,0.8302357207615594,0.9178170119957894,0.9190736646034736,0.8505170704065732,OK
500,0.1,3,5,0.1,0.7,0.7,3,0,0.8302357207615594,0.8279062070276961,0.8302357207615594,0.9167254185318647,0.9189585237422051,0.8485904519053691,OK
500,0.1,3,5,0.1,0.9,0.7,3,0,0.8298957388939256,0.82789385141202,0.8298957388939256,0.9174994859211796,0.9193756207272401,0.8478821362799264,OK
500,0.1,3,3,0.0,0.7,0.7,1,0,0.8301223934723482,0.8278729030439562,0.8301223934723482,0.917499514834499,0.9190400154890632,0.8502337441563961,OK
500,0.1,3,5,0.0,0.7,0.9,3,1,0.8301223934723482,0.8277822261514449,0.8301223934723482,0.9180740514060317,0.9193866485434732,0.8509420597818388,OK
500,0.1,3,5,0.3,0.7,0.7,3,0,0.8301223934723482,0.8277822261514449,0.8301223934723482,0.9168825045966396,0.9189961600365321,0.8483637909052274,OK
500,0.1,3,5,0.0,0.7,0.7,3,1,0.8298957388939256,0.827460964674615,0.8298957388939256,0.9167794575259868,0.9188440705955971,0.8478254710298909,OK
500,0.1,3,5,0.1,0.7,0.9,1,0,0.8297824116047144,0.8273552008408698,0.8297824116047144,0.9183954807787722,0.9196514910247172,0.8508853945318033,OK
500,0.1,3,3,0.3,0.7,0.7,3,0,0.8295557570262919,0.8272169127968325,0.8295557570262919,0.9170233413758622,0.9186273064327883,0.8473438164045899,OK
500,0.1,3,3,0.0,0.7,0.7,3,0,0.8292157751586582,0.8268080913612286,0.8292157751586582,0.9172141692844787,0.9186895350941926,0.8479671341549795,OK
500,0.1,3,5,0.0,0.7,0.7,3,0,0.829102447869447,0.8267023609743679,0.829102447869447,0.9163068114923275,0.9187853245775617,0.8481937951551212,OK
500,0.1,3,5,0.0,0.7,0.7,1,0,0.8288757932910245,0.8266914153101146,0.8288757932910245,0.9177132710054687,0.9190191020173343,0.8499504179062191,OK
500,0.1,3,5,0.1,0.7,0.7,1,0,0.8287624660018132,0.8264767422552985,0.8287624660018132,0.917799201390985,0.9188961684842564,0.8496954242810596,OK
500,0.1,3,3,0.1,0.7,0.7,3,0,0.8284224841341795,0.8261778244244498,0.8284224841341795,0.9168958914635622,0.918603417882454,0.8473154837795722,OK
500,0.1,3,5,0.3,0.7,0.7,1,0,0.8280825022665458,0.8257326427850797,0.8280825022665458,0.9175879028521716,0.9190419628786481,0.8493554327808471,OK
